,name,urlid,overall,capHit,pos,SPD,STR,AGI,ACC,AWR,CTH,JMP,STA,INJ,TAK,POW,PWM,FNM,BKS,PUR,PRC,MCV,ZCV,PRS,KPW,KAC,KR,TRK,ELU,BCV,SFA,SPM,JKM,CAR,RTE,CIT,SPC,RLS,THP,TAS,TAM,TAD,TOR,PAC,RBK,PBK,IMP,fights_for_extra_yards,possession_catches,aggressive_catches,rac_catches,sideline_catches,big_hitter,strips_ball,plays_ball_in_air,canAuction
1002,Anthony Munoz,21032,89,31,LT,72,89,66,78,84,55,76,89,87,37,20,10,10,20,29,15,12,15,10,21,20,10,20,15,15,30,10,14,54,48,53,36,36,30,6,6,6,6,6,87,88,86,,,,,,,,,True
1003,Ha Ha Clinton-Dix,27590,89,36,FS,84,53,84,86,87,83,80,86,89,84,88,66,70,80,88,87,79,86,82,50,49,73,68,73,77,68,74,77,75,50,74,77,54,57,48,45,45,50,49,63,63,76,,,,,,Yes,No,Aggressive,False
1004,Ryan Kerrigan,25006,89,38,ROLB,79,84,75,85,92,74,67,92,87,88,90,92,84,86,92,92,70,75,51,58,54,43,52,43,43,43,43,43,63,45,49,49,47,58,43,44,43,45,44,62,62,92,,,,,,Yes,Yes,Conservative,True
1005,Melvin Ingram,1018011291,89,31,LOLB,75,78,79,81,88,76,79,78,80,86,87,84,91,88,88,88,79,83,44,46,48,44,70,64,65,56,61,65,74,44,65,60,47,53,44,44,44,46,44,65,65,88,,,,,,Yes,Yes,Balanced,True
1006,Travis Frederick,1018001008,89,31,C,50,86,65,74,89,54,68,83,83,45,36,29,29,29,33,29,30,30,29,38,38,29,40,29,33,29,29,29,53,29,33,30,34,41,28,29,28,31,29,88,86,90,,,,,,,,,True
1007,Alex Smith,24029,89,35,QB,75,60,78,78,88,48,62,88,83,44,34,33,33,42,48,46,33,41,33,36,34,36,47,65,78,50,72,72,70,36,36,36,38,82,89,85,80,86,84,38,38,38,,,,,,,,,True
1008,John Randle,21497,89,33,DT,78,88,71,84,92,34,70,88,91,86,82,83,88,81,86,92,34,52,36,20,20,15,67,53,62,74,46,42,62,10,34,25,10,20,20,20,15,15,15,45,45,81,,,,,,Yes,No,,True
1009,Bryan Anger,1018011594,89,20,P,66,49,68,63,82,70,69,76,89,50,41,35,36,39,52,45,34,43,33,87,87,33,43,50,41,33,50,63,66,37,55,50,39,60,49,50,45,45,43,43,39,41,,,,,,,,,True
1010,Mark Barron,24138,89,31,MLB,85,71,80,86,86,75,83,89,79,87,89,66,61,81,86,86,83,87,72,39,37,49,61,49,74,62,62,66,72,42,72,69,42,49,39,36,35,41,39,56,56,84,,,,,,Yes,No,Balanced,True
1011,Bruce Matthews,21174,89,31,RG,66,89,68,72,89,40,73,91,89,46,40,35,30,40,50,30,12,15,10,22,20,15,43,40,38,42,23,22,44,28,35,25,35,25,15,15,15,15,15,89,89,80,,,,,,,,,True
1012,Ray Lewis,26524,89,38,MLB,85,87,82,88,88,61,74,90,90,92,90,89,75,90,91,88,67,77,66,17,23,10,58,46,65,84,50,60,60,15,58,54,25,14,5,5,5,5,5,45,45,87,,,,,,Yes,No,Balanced,False
1013,Jerry Rice,26523,89,48,WR,89,69,92,90,86,88,84,90,90,44,15,10,10,29,35,32,25,35,15,30,30,72,65,87,80,69,85,89,71,89,87,82,82,60,25,20,15,15,15,66,48,61,No,Yes,Yes,Yes,Yes,,,,False
1014,Dwight Clark,27532,89,44,FS,87,76,86,90,87,91,93,93,93,78,75,42,53,68,88,87,73,88,68,30,30,66,76,82,83,86,76,80,83,89,89,91,87,62,68,62,55,60,42,73,44,72,,,,,,No,No,Balanced,True
1015,Brandon Graham,1018009837,89,33,LE,73,79,76,80,87,55,71,75,85,87,87,90,86,87,88,87,68,74,50,49,48,46,60,59,68,66,58,66,52,49,49,50,56,48,45,46,45,49,46,64,64,89,,,,,,Yes,Yes,,True
1016,Harrison Smith,1303011440,89,34,FS,82,67,82,86,89,81,80,83,88,81,88,75,62,77,86,89,78,87,75,45,42,36,68,64,52,51,68,64,68,38,62,65,40,45,38,38,38,41,38,58,58,74,,,,,,Yes,No,Aggressive,False
1017,Cris Carter,21023,89,43,WR,86,71,86,85,87,90,90,90,90,31,12,10,10,10,10,40,38,38,25,27,19,33,54,82,71,73,86,86,69,88,86,88,88,27,15,10,10,10,10,61,53,58,Yes,Yes,Yes,Yes,Yes,,,,True
1018,Ramon Foster,1018028824,89,32,LG,49,84,56,67,90,64,42,72,79,68,58,55,55,65,62,58,56,58,55,60,60,55,60,58,58,58,55,55,61,56,56,56,58,62,55,55,55,58,55,89,89,89,,,,,,,,,True
1019,Michael Irvin,27041,89,40,WR,87,70,88,89,83,86,89,89,88,52,25,15,15,20,35,25,35,40,30,30,30,62,71,84,83,80,85,89,70,83,90,87,89,35,32,27,24,36,23,65,46,59,Yes,No,No,No,Yes,,,,False
1020,David Johnson,1018002406,89,41,HB,87,79,88,86,86,76,87,86,82,37,28,28,28,26,45,28,25,28,28,32,30,83,79,90,89,88,86,89,85,79,76,74,76,37,38,36,31,30,28,48,60,52,Yes,No,No,No,Yes,,,,True
1021,Kevin Williams,21560,89,33,DT,72,88,65,80,95,51,72,80,92,85,78,86,70,88,83,95,33,45,21,20,20,15,48,26,23,43,32,31,50,20,48,31,15,20,20,20,15,15,15,45,45,85,,,,,,No,Yes,,True
1022,Jay Cutler,25405,89,40,QB,69,68,65,74,88,40,66,90,76,35,12,10,10,30,39,28,12,12,10,20,20,25,40,40,70,50,60,61,62,10,10,12,12,91,88,86,82,78,80,20,25,20,,,,,,,,,True
1023,Ahmad Brooks,25408,89,32,LOLB,79,83,74,83,91,70,75,86,86,83,89,88,73,89,92,91,74,80,69,44,41,32,49,45,37,32,32,38,71,32,45,45,37,38,31,32,31,34,32,54,54,91,,,,,,Yes,Yes,Conservative,True
1024,Cliff Avril,25407,89,35,RE,83,75,77,88,90,68,83,80,88,84,86,87,92,82,88,90,61,70,66,46,46,42,49,54,49,55,43,52,67,43,50,50,44,49,41,42,41,43,42,61,61,89,,,,,,No,Yes,,True
1025,Brian Orakpo,26007,89,38,ROLB,81,89,78,85,91,65,77,86,85,90,91,92,83,80,91,91,73,78,55,33,28,31,31,72,31,31,56,56,58,36,42,40,40,34,30,31,30,33,31,56,56,92,,,,,,Yes,No,Conservative,True
1026,Patrick Robinson,28547,89,37,CB,89,56,88,92,86,73,88,88,85,72,69,66,60,72,84,86,86,87,86,46,42,55,41,66,60,45,60,70,68,60,70,70,43,44,40,41,40,42,41,55,55,65,,,,,,No,No,Aggressive,True
1027,Aqib Talib,1018028387,89,37,CB,83,58,85,87,86,82,89,85,79,69,71,58,65,68,78,86,88,90,90,43,43,71,53,78,84,47,82,85,77,63,70,81,67,53,33,33,33,35,33,57,57,66,,,,,,No,No,Aggressive,True
1028,Calais Campbell,1018028363,89,33,RE,66,81,74,76,89,63,79,83,88,89,87,83,90,89,89,89,56,64,60,57,57,45,63,54,52,65,49,49,65,45,45,49,49,60,45,45,45,47,45,65,65,89,,,,,,No,Yes,,True
1029,Patrick Chung,28512,89,36,SS,86,66,82,92,90,80,88,91,90,82,88,64,72,78,88,90,74,84,79,57,52,68,46,53,75,49,60,68,68,43,63,64,46,49,38,38,38,40,38,57,57,77,,,,,,Yes,No,Aggressive,True
1030,Steve Young,21487,89,37,QB,80,57,81,86,94,54,79,87,86,42,20,15,15,15,42,20,20,20,20,20,20,15,46,78,86,51,76,75,59,28,36,42,20,83,86,84,78,87,85,20,20,20,,,,,,,,,True
1031,LaDainian Tomlinson,114,89,42,HB,87,72,90,89,88,79,86,89,89,25,15,15,15,15,35,35,35,35,15,35,35,72,73,88,87,88,87,85,88,81,73,64,75,54,65,54,40,69,41,46,69,54,Yes,No,No,No,No,,,,False
1032,Duane Brown,25406,89,32,LT,66,89,65,77,88,70,62,84,88,60,43,58,47,43,42,37,33,37,33,40,40,30,51,43,43,61,33,33,49,56,53,51,43,41,29,30,29,32,30,85,90,85,,,,,,,,,True
1033,DeAndre Hopkins,24107,89,40,WR,89,63,89,90,85,85,90,85,87,54,47,44,45,53,44,47,45,47,50,38,38,70,64,78,83,73,77,85,76,84,84,88,88,47,38,35,35,41,38,70,55,58,Yes,Yes,Yes,Yes,Yes,,,,True
1034,Kyle Rudolph,27603,89,36,TE,76,77,80,84,88,90,83,85,83,55,35,40,35,50,48,33,30,33,28,44,44,42,84,61,82,88,79,76,81,84,85,86,85,42,33,32,27,33,28,69,82,71,Yes,Yes,Yes,Yes,Yes,,,,True
1035,Emmanuel Sanders,27601,89,46,WR,91,40,93,91,87,89,91,86,83,40,30,28,28,44,44,35,31,38,34,42,42,80,46,85,82,48,85,86,71,88,84,87,84,44,35,32,28,34,29,69,43,53,No,Yes,No,Yes,Yes,,,,True
1036,Byron Jones,27009,89,36,FS,89,68,93,91,86,70,94,87,87,77,72,50,56,70,88,86,84,87,86,37,35,67,45,67,60,49,74,76,65,39,59,59,53,54,26,26,26,29,26,52,52,71,,,,,,No,No,Balanced,True
1037,Steve Atwater,27540,89,34,LOLB,87,79,85,91,85,66,87,92,91,91,92,63,70,78,92,85,79,87,78,15,15,63,52,62,68,58,64,75,66,20,65,61,15,15,10,10,10,10,10,45,45,90,,,,,,Yes,Yes,Balanced,True
1038,Mike Singletary,21141,89,32,MLB,82,84,82,85,92,70,86,88,88,89,89,79,72,88,89,91,66,75,54,22,22,15,55,25,40,58,30,30,64,15,56,42,15,25,15,15,15,15,15,45,45,88,,,,,,Yes,Yes,Conservative,True
1039,Mychal Kendricks,26050,89,32,ROLB,88,75,84,88,86,73,89,86,84,87,86,84,75,87,89,86,71,80,72,31,36,29,54,47,36,47,46,54,63,32,54,60,41,38,28,29,28,30,29,54,54,82,,,,,,No,Yes,Conservative,True
1040,Xavien Howard,23152,89,40,CB,91,60,88,91,80,78,89,89,89,70,67,51,55,68,79,80,88,87,89,38,38,58,43,68,64,44,65,69,70,43,69,70,45,43,33,34,33,37,34,42,39,60,,,,,,No,No,Aggressive,True
1041,Terrell Suggs,27585,89,34,ROLB,74,86,71,80,91,70,76,89,84,91,90,90,81,90,90,91,75,80,68,54,48,45,64,45,59,45,71,65,78,47,55,66,58,50,44,45,44,46,45,65,65,89,,,,,,Yes,Yes,Conservative,False
1042,Ezekiel Elliott,1018017547,89,41,HB,87,77,88,87,84,73,83,85,84,65,50,26,27,43,56,33,28,33,30,34,33,68,76,86,89,87,85,88,89,73,73,72,67,39,44,38,36,46,44,55,71,72,Yes,No,No,No,No,,,,True
1043,Landon Collins,1018002593,89,36,SS,84,68,79,86,86,80,82,83,80,87,89,63,76,79,90,86,80,88,82,43,43,55,74,80,81,69,65,83,76,38,69,67,47,51,38,38,38,39,38,61,61,80,,,,,,Yes,No,Aggressive,True
1044,Willie McGinest,21068,89,36,ROLB,84,84,81,88,89,69,77,89,84,85,83,88,85,87,89,89,70,79,69,20,20,15,40,30,25,45,20,35,65,15,62,56,20,20,10,10,10,10,10,45,45,86,,,,,,No,Yes,Balanced,True
1045,Charles Haley,21059,89,38,LOLB,84,89,81,86,91,58,84,89,86,91,86,90,85,90,89,91,54,69,55,14,22,15,25,21,23,43,15,15,44,10,60,51,12,20,10,10,10,10,10,45,45,89,,,,,,Yes,Yes,Balanced,True
1046,Muhammad Wilkerson,24112,89,32,RE,70,91,73,78,89,62,69,88,88,91,85,88,78,84,89,89,62,69,54,55,56,53,61,58,53,53,53,53,67,53,55,55,56,59,52,53,52,54,53,68,68,89,,,,,,Yes,Yes,,True
1047,Brandon Brooks,1018011491,89,32,RG,67,88,54,79,88,54,76,72,69,58,48,38,38,50,45,38,38,38,38,45,44,38,50,38,38,38,38,38,50,38,38,38,41,37,37,38,37,39,38,88,88,86,,,,,,,,,True
1048,Jerome Bettis,27528,89,37,LE,86,92,81,91,87,71,75,94,90,85,82,85,73,90,82,87,44,68,40,20,20,23,93,83,91,92,81,87,93,66,64,48,66,58,55,52,33,62,41,64,78,84,,,,,,No,No,,True
1049,Patrick Peterson,1303010743,89,37,CB,88,63,91,88,84,82,91,89,90,69,75,62,74,63,81,84,89,83,89,47,42,85,63,88,88,70,85,85,71,54,74,84,66,73,69,54,51,55,38,58,58,66,,,,,,No,No,Aggressive,False
1050,Jadeveon Clowney,1303010845,89,34,LE,83,77,81,84,87,66,85,80,72,87,89,90,82,89,89,87,68,73,59,53,53,48,69,64,70,73,68,70,72,49,65,66,52,59,47,48,47,49,48,66,66,90,,,,,,Yes,No,,False
1051,Brian Urlacher,21517,89,33,MLB,83,81,85,89,88,71,84,89,83,88,88,79,71,80,89,88,75,81,75,20,20,15,52,50,67,80,58,72,64,25,66,64,35,20,15,15,15,15,15,45,45,81,,,,,,Yes,Yes,Conservative,True
1052,Warren Moon,21005,89,37,QB,71,74,75,73,84,55,70,89,88,35,42,20,20,19,27,22,10,24,10,22,20,25,50,64,77,55,74,68,63,37,53,64,15,88,87,82,85,78,87,15,15,40,,,,,,,,,True
1053,Zach Brown,1303011307,89,31,MLB,83,61,83,83,88,80,82,80,83,88,87,73,79,86,87,88,80,86,71,53,52,48,48,67,64,60,66,77,73,50,62,68,58,51,47,48,47,49,48,66,66,87,,,,,,Yes,Yes,Balanced,False
1054,Kevin Zeitler,1303011489,89,32,RG,57,86,57,76,89,41,74,80,84,49,44,38,38,40,45,39,39,40,38,43,41,38,44,38,38,38,38,38,59,40,40,40,43,38,37,38,37,39,38,87,89,89,,,,,,,,,False
1055,Jerome Bettis,27527,89,49,FB,86,92,81,91,87,71,75,94,90,56,56,25,25,30,30,20,30,25,10,20,20,23,93,83,91,92,81,87,93,66,64,48,66,58,55,52,33,62,41,70,84,74,Yes,No,No,No,No,,,,True
1056,Kellen Winslow,21131,89,38,TE,84,72,87,86,91,90,90,91,84,55,12,20,20,25,25,25,25,25,10,22,22,25,71,82,82,80,76,79,75,89,86,89,87,30,15,10,5,10,5,72,70,73,Yes,No,No,No,Yes,,,,True
1057,John Abraham,21050,89,33,RE,84,85,79,86,86,36,72,90,85,84,77,90,80,87,90,86,48,54,29,30,20,10,35,25,30,25,55,45,40,15,29,29,35,30,10,10,10,10,10,45,45,84,,,,,,No,Yes,,True
1058,Jason Verrett,26051,89,40,CB,91,56,92,91,85,80,90,88,81,74,76,61,68,66,80,85,88,85,82,59,57,75,56,80,77,59,70,78,73,52,78,80,54,56,50,50,50,52,50,66,66,73,,,,,,No,No,Aggressive,True
1059,Odell Beckham Jr,1018010829,89,40,WR,88,43,90,88,86,88,88,87,80,55,42,38,38,59,54,46,43,46,59,75,69,80,58,86,86,75,86,86,75,87,85,91,86,59,43,42,41,42,39,69,55,57,Yes,No,Yes,Yes,Yes,,,,True
1060,Keenan Allen,23111,89,42,WR,87,67,89,90,86,87,89,88,68,48,32,30,30,45,45,40,32,40,30,37,36,73,72,74,81,74,80,83,72,91,86,84,85,45,44,43,35,44,36,60,55,68,Yes,No,Yes,Yes,Yes,,,,True
1061,Dwight Clark,27531,89,48,TE,87,76,86,90,87,91,93,93,93,52,35,30,30,35,35,35,40,40,35,30,30,66,76,82,83,86,76,80,83,89,89,91,87,62,68,62,55,60,42,79,50,72,Yes,Yes,Yes,Yes,Yes,,,,True
1062,Andrew Luck,1303011209,89,37,QB,78,69,78,80,84,70,81,89,85,35,29,28,28,35,37,38,31,35,28,38,40,30,59,67,79,41,67,74,61,58,48,54,41,87,87,83,81,88,84,38,35,31,,,,,,,,,False
1063,T.Y. Hilton,1303011276,89,42,WR,89,37,90,88,89,87,83,85,78,42,37,34,34,51,52,42,36,42,37,37,37,84,49,90,88,64,86,88,70,90,86,90,87,42,40,37,34,39,34,69,51,56,No,Yes,No,Yes,Yes,,,,False
1064,Kelechi Osemele,1303011496,89,32,LG,61,87,58,73,89,36,66,82,81,45,38,28,28,38,47,34,28,28,28,37,44,28,47,28,28,28,28,28,50,28,28,28,32,42,28,28,28,29,28,87,89,89,,,,,,,,,False
1065,Harold Carmichael,21508,89,49,WR,87,72,83,89,92,86,89,87,84,46,20,20,20,25,62,25,25,25,20,20,20,34,76,80,83,81,79,83,70,81,85,87,86,35,35,30,25,25,20,73,58,64,Yes,Yes,Yes,Yes,Yes,,,,True
1066,Myles Garrett,19990,88,31,RE,82,92,81,88,79,61,91,80,85,80,81,85,78,86,83,79,63,65,58,43,43,37,48,48,50,53,51,48,61,39,51,52,51,43,37,38,37,40,38,53,53,84,,,,,,No,Yes,,False
1067,Jonathan Cooper,24213,88,31,LG,68,87,70,80,85,43,70,85,80,50,56,45,37,33,41,33,23,26,22,33,33,22,26,22,22,22,22,22,50,22,22,23,26,37,21,22,21,25,22,83,90,87,,,,,,,,,True
1068,Alex Mack,1018020067,88,30,C,59,85,57,75,89,42,14,81,90,40,36,28,28,40,45,37,26,30,28,36,33,28,58,32,62,60,39,39,62,32,32,32,36,34,27,28,27,30,28,89,83,88,,,,,,,,,True
1069,LeSean McCoy,1018020093,88,42,HB,85,60,90,86,88,77,84,84,73,45,39,31,31,42,52,33,34,33,39,32,39,42,72,90,90,76,91,90,86,83,79,76,82,45,51,49,40,40,38,52,56,53,No,No,No,No,No,,,,True
1070,Anthony Munoz,21033,88,29,LT,67,83,60,72,91,58,75,86,89,36,20,10,10,20,29,15,12,15,10,21,20,10,20,15,15,30,10,14,57,52,56,40,39,30,6,6,6,6,6,86,89,80,,,,,,,,,True
1071,Joe Haden,20764,88,34,CB,87,59,92,88,85,82,90,92,90,70,78,68,63,66,83,85,84,83,90,35,36,45,50,82,81,37,81,82,69,41,62,70,48,50,34,35,34,36,35,57,57,66,,,,,,No,No,Aggressive,False
1072,Joe Haden,20763,88,34,CB,87,59,92,88,85,82,90,92,90,70,78,68,63,66,83,85,84,83,90,35,36,45,50,82,81,37,81,82,69,41,62,70,48,50,34,35,34,36,35,57,57,66,,,,,,No,No,Aggressive,False
1073,Eric Berry,1303009950,88,34,SS,86,52,84,86,88,80,89,77,84,82,85,60,69,73,86,88,80,87,75,42,35,67,62,83,80,57,84,84,71,40,72,74,44,40,39,36,35,43,40,57,57,74,,,,,,No,Yes,Aggressive,False
1074,Darius Slay Jr,1303001426,88,34,CB,89,49,88,87,86,77,83,86,85,73,79,61,66,70,81,86,87,86,79,52,50,76,60,82,82,62,83,83,72,60,67,73,63,58,43,44,43,46,44,63,63,69,,,,,,No,No,Aggressive,False
1075,Jimmy Smith,24218,88,36,CB,87,68,89,88,85,78,86,87,84,76,73,66,62,62,85,85,84,85,91,26,28,50,58,65,69,58,65,65,70,32,50,67,34,26,24,25,24,26,25,50,50,65,,,,,,No,No,Aggressive,True
1076,Jadeveon Clowney,1018010845,88,32,LE,82,76,80,83,86,66,84,79,71,86,88,89,81,88,88,86,68,73,59,53,53,48,69,64,70,73,68,70,72,49,65,66,52,59,47,48,47,49,48,66,66,89,,,,,,Yes,No,,True
1077,Janoris Jenkins,1018011437,88,33,CB,85,42,88,87,88,81,80,85,81,76,66,56,69,68,84,88,89,85,83,45,44,80,56,86,80,57,80,86,69,53,68,86,53,45,44,44,44,46,44,62,63,63,,,,,,No,Yes,Balanced,True
1078,Randall McDaniel,21445,88,32,LG,64,87,70,76,95,60,53,81,89,28,53,20,20,20,20,25,20,20,20,20,20,20,73,45,52,75,20,20,64,51,58,52,68,25,20,15,15,15,15,86,87,83,,,,,,,,,True
1079,Mel Renfro,21539,88,36,FS,91,60,90,88,87,75,91,87,86,64,72,47,62,61,89,87,89,86,82,20,20,93,53,91,83,54,88,91,78,40,58,73,43,20,20,20,15,15,15,45,45,58,,,,,,Yes,Yes,Aggressive,True
1080,Willie McGinest,21069,88,34,LOLB,84,83,81,88,86,68,76,88,82,84,82,87,84,85,88,86,68,77,67,20,20,15,40,30,25,45,20,35,64,15,60,55,20,20,10,10,10,10,10,45,45,85,,,,,,No,Yes,Balanced,True
1081,Jordan Howard,1303017580,88,38,HB,85,77,84,86,88,71,81,80,80,50,34,26,27,39,42,33,29,32,30,34,33,52,89,77,89,89,80,84,90,67,68,64,69,39,38,35,32,36,30,50,71,48,Yes,No,No,No,No,,,,False
1082,Matt Bosher,1018010806,88,19,P,72,52,61,70,81,49,59,76,84,53,53,33,33,47,57,46,34,36,33,86,86,33,57,49,64,57,64,72,64,33,33,34,37,57,49,49,46,45,42,38,43,38,,,,,,,,,True
1083,Dan Marino,21403,88,38,QB,55,65,52,60,94,35,63,88,91,35,15,15,15,15,40,25,15,20,15,25,25,25,40,47,61,34,42,48,63,15,15,15,15,89,90,88,85,70,88,25,25,25,,,,,,,,,True
1084,Greg Olsen,1018027929,88,33,TE,79,64,77,81,90,87,82,89,85,57,44,44,44,65,61,44,39,40,40,48,45,35,76,76,83,75,67,79,77,87,87,87,85,44,43,40,37,42,38,74,80,73,Yes,Yes,Yes,Yes,Yes,,,,True
1085,Lamarcus Joyner,27604,88,34,SS,87,53,85,92,85,73,89,87,89,76,83,64,74,63,85,85,84,87,82,35,35,69,50,70,75,56,71,75,66,37,69,70,37,43,32,33,32,35,33,53,53,70,,,,,,Yes,No,Balanced,True
1086,Antoine Bethea,24427,88,33,FS,86,64,82,87,88,76,86,87,87,83,84,58,72,72,87,88,76,86,78,35,35,66,50,45,46,43,55,58,70,45,60,60,48,34,38,35,35,40,39,54,54,72,,,,,,No,Yes,Balanced,True
1087,Marshall Faulk,21015,88,39,HB,88,66,89,89,82,87,83,88,87,37,25,10,10,21,29,32,13,16,25,36,25,75,72,87,82,68,87,88,82,86,86,82,82,45,15,15,15,15,15,35,60,42,Yes,No,No,No,Yes,,,,True
1088,Dez Bryant,1303009754,88,36,WR,84,71,84,86,84,85,91,84,79,51,35,32,32,47,60,35,37,37,35,42,39,77,71,82,80,81,71,78,71,81,86,85,88,52,51,47,45,52,40,66,54,64,Yes,No,Yes,Yes,Yes,,,,False
1089,Marcus Peters,1303002575,88,33,CB,85,63,86,84,87,82,84,79,87,70,71,60,58,62,83,87,87,83,88,39,38,58,45,78,76,48,71,79,73,45,78,77,48,47,35,35,35,37,35,58,58,68,,,,,,No,Yes,Aggressive,False
1090,David Andrews,27605,88,31,C,68,85,58,84,88,38,70,85,85,47,45,31,28,46,39,31,26,28,25,31,31,25,36,28,25,25,25,25,35,25,25,26,29,33,25,26,25,27,26,86,86,89,,,,,,,,,True
1091,Richie Incognito,1018026622,88,30,LG,67,86,50,73,89,45,39,82,81,41,41,29,29,41,41,46,34,31,33,28,28,29,29,34,29,29,29,29,52,33,33,33,36,33,28,29,28,32,29,85,87,89,,,,,,,,,True
1092,T.Y. Hilton,1018011276,88,39,WR,88,36,89,87,88,86,82,84,77,41,37,34,34,51,52,42,36,42,37,37,37,83,48,89,87,63,85,87,69,89,85,89,86,42,40,37,34,39,34,68,50,55,No,Yes,No,Yes,Yes,,,,True
1093,Pierre Garcon,27011,88,37,WR,87,63,85,89,86,88,88,88,85,48,30,29,29,46,46,35,29,39,35,43,43,80,66,83,82,77,80,83,76,85,87,83,83,46,35,32,29,34,29,68,51,66,Yes,Yes,No,Yes,Yes,,,,True
1094,Kelechi Osemele,1018011496,88,30,LG,60,86,57,72,88,35,65,81,80,44,38,28,28,38,47,34,28,28,28,37,44,28,47,28,28,28,28,28,49,28,28,28,32,42,28,28,28,29,28,86,88,88,,,,,,,,,True
1095,Gerald McCoy,1303009859,88,29,DT,64,87,70,79,86,56,77,82,80,86,85,87,81,81,83,86,51,56,44,45,44,44,56,48,56,44,44,44,60,44,44,45,47,46,44,44,44,46,44,62,62,86,,,,,,No,Yes,,False
1096,Martellus Bennett,25003,88,34,TE,76,79,78,85,84,85,88,83,83,48,40,38,38,55,61,44,42,44,43,49,49,65,77,63,77,83,72,78,77,82,83,84,82,52,43,41,38,43,39,80,76,78,Yes,Yes,No,Yes,Yes,,,,True
1097,Latavius Murray,25001,88,39,HB,88,70,85,90,82,69,84,84,78,55,57,49,49,52,52,52,43,47,42,44,45,75,87,79,87,87,82,85,84,65,69,66,68,54,54,53,51,54,53,63,71,63,Yes,No,No,No,No,,,,True
1098,Deion Jones,27013,88,31,MLB,88,70,85,88,85,70,80,79,84,85,86,68,75,81,89,85,80,85,66,43,43,38,48,49,51,48,51,55,66,40,57,60,46,47,38,38,38,40,38,48,44,86,,,,,,Yes,No,Aggressive,True
1099,Joe Thomas,1018027901,88,29,LT,66,87,69,74,88,56,68,87,90,58,53,56,49,53,65,49,38,38,38,44,46,38,38,47,38,38,38,38,61,47,49,47,56,40,37,38,37,39,38,82,88,88,,,,,,,,,True
1100,Andrew Luck,1018011209,88,35,QB,77,68,77,79,83,69,80,88,84,35,29,28,28,35,37,38,31,35,28,38,40,28,58,66,78,40,66,73,60,58,48,54,41,86,86,82,80,87,83,38,35,31,,,,,,,,,True
1101,Rickey Jackson,21455,88,32,LOLB,79,83,74,82,94,65,75,90,89,87,86,87,83,88,86,94,70,75,69,20,20,20,70,48,55,74,42,53,72,20,63,62,18,25,20,15,15,15,15,45,45,87,,,,,,Yes,Yes,Balanced,True
1102,Patrick Peterson,1018010743,88,34,CB,87,62,90,87,83,82,90,88,89,68,74,61,73,62,80,83,88,82,88,47,42,85,63,88,88,70,85,85,71,54,74,84,66,73,69,54,51,55,38,58,58,65,,,,,,No,No,Aggressive,True
1103,K.J. Wright,1018010745,88,31,ROLB,74,63,74,79,91,75,68,85,87,90,88,80,75,88,90,91,81,86,73,55,52,46,63,60,56,60,51,61,71,48,52,53,56,52,45,46,45,47,46,64,64,89,,,,,,Yes,Yes,Aggressive,True
1104,Steve Atwater,21087,88,37,FS,84,75,82,88,84,64,84,88,87,86,88,54,61,70,88,84,77,85,75,15,15,60,49,58,64,54,60,71,64,20,62,58,15,15,10,10,10,10,10,45,45,86,,,,,,Yes,Yes,Balanced,True
1105,Derrick Johnson,25009,88,29,MLB,79,70,80,83,89,79,71,87,78,88,89,66,72,78,86,89,79,85,68,43,37,37,46,59,53,62,68,64,72,40,51,62,45,35,36,37,36,39,37,58,58,88,,,,,,Yes,Yes,Aggressive,True
1106,Reshad Jones,1303009956,88,33,SS,81,67,81,84,88,81,85,85,80,85,88,77,68,82,86,88,76,82,77,46,46,51,59,55,65,55,65,71,68,51,62,65,39,46,41,38,37,44,42,59,59,75,,,,,,Yes,No,Aggressive,False
1107,Trumaine Johnson,1304011576,88,35,CB,86,64,87,85,87,80,85,88,84,77,80,59,67,65,82,87,88,84,84,34,36,69,55,70,69,48,66,77,71,40,63,81,42,34,30,30,30,33,30,55,55,66,,,,,,No,No,Aggressive,False
1108,Alshon Jeffery,24239,88,40,WR,87,77,85,84,84,85,89,85,86,54,39,37,37,60,47,47,42,43,39,42,42,45,75,71,80,80,80,75,74,84,86,89,87,47,42,39,37,42,38,72,60,66,Yes,No,Yes,Yes,Yes,,,,True
1109,Kevin Zeitler,1018011489,88,30,RG,56,85,56,75,88,40,73,79,83,48,44,38,38,40,45,39,39,40,38,43,41,38,44,38,38,38,38,38,58,40,40,40,43,38,37,38,37,39,38,86,88,88,,,,,,,,,True
1110,Harrison Smith,1018011440,88,33,FS,81,66,81,85,88,81,79,82,87,80,87,74,61,76,85,88,77,86,74,45,42,36,68,64,52,51,68,64,68,38,62,65,40,45,38,38,38,41,38,58,58,73,,,,,,Yes,No,Aggressive,True
1111,Walter Jones,21361,88,30,LT,66,87,65,77,85,33,61,91,88,40,20,30,30,12,21,25,17,17,10,20,20,15,48,16,10,43,15,15,44,15,15,15,15,34,22,20,14,11,11,89,86,86,,,,,,,,,True
1112,T.J. Lang,1303020249,88,31,RG,61,84,59,76,90,48,30,77,85,61,55,43,43,49,55,53,38,41,39,47,45,39,39,45,39,39,39,39,60,39,39,41,43,47,38,39,38,41,39,84,90,87,,,,,,,,,False
